"RG","RG","RG","RG","RG","RG","DD","DD","DD","DD","DD","DD","Phen","Phen","Phen","Phen","Phen","Phen"
"Nestedness","Sen","Spec","Fscore","Inform","Phi","Nestedness","Sen","Spec","Fscore","Inform","Phi","Nestedness","Sen","Spec","Fscore","Inform","Phi"
"0","0.230083128071415","0.771989120792597","0.229315667801743","0.0020722488640122","0.0021961810669491","0.438839615844814","0.378307945827741","0.820641593493317","0.377437359311052","0.198949539321058","0.199499069634504","0.515271274643832","0.354676038995161","0.809687266756926","0.352853848279602","0.164363305752087","0.164261875688541"
"0.0281402576400817","0.0594580560859789","0.0371568660751686","0.0536346892713648","0.0697496869169871","0.0699932203201838","0.65171235981074","0.0685584393844865","0.0332048097608431","0.058695933859791","0.0766024492073667","0.0759265711003962","0.720352627140755","0.0682700672313386","0.0309954444139406","0.0580745651477809","0.0747780395089513","0.0737382121888294"
